hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone_number,credit_card,total_stay_duration
Resort Hotel,0,91,2015,7,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,73.8,0,1,Check-Out,12/7/2015,Thomas Johnson,TJohnson28@mail.com,366-028-0992,************3010,2
Resort Hotel,0,23,2015,7,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,98.0,0,0,Check-Out,12/7/2015,Jamie Smith,JSmith@gmail.com,657-992-2925,************1377,2
Resort Hotel,0,11,2015,7,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,110.5,0,1,Check-Out,12/7/2015,Brianna Montgomery,Montgomery.Brianna@xfinity.com,720-949-2293,************9305,2
Resort Hotel,0,3,2015,7,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,131.0,0,1,Check-Out,12/7/2015,Marie Sullivan,MarieSullivan@yahoo.com,514-614-7652,************5579,2
Resort Hotel,0,13,2015,7,28,10,0,2,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240.0,149.0,0,Transient,185.0,1,1,Check-Out,12/7/2015,Aaron Miller,Aaron_Miller@hotmail.com,172-367-8367,************5513,2
Resort Hotel,0,108,2015,7,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,149.0,0,Transient,87.3,0,2,Check-Out,12/7/2015,Roy Murphy,RMurphy52@yahoo.com,231-300-5662,************7716,2
Resort Hotel,0,91,2015,7,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,73.8,0,1,Check-Out,12/7/2015,Catherine Chan DDS,Catherine_DDS@comcast.net,289-972-2718,************3929,2
Resort Hotel,0,37,2015,7,28,10,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,105.0,149.0,0,Transient,120.0,0,1,Check-Out,13/07/15,Amy Khan,Amy.Khan@zoho.com,525-397-8737,************7377,3
Resort Hotel,0,21,2015,7,28,10,1,2,2,0,0,BB,AUS,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,149.0,0,Transient,98.0,0,1,Check-Out,13/07/15,Joshua Sullivan,Joshua_Sullivan@comcast.net,151-760-5294,************5389,3
Resort Hotel,0,106,2015,7,28,10,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,96.3,0,2,Check-Out,13/07/15,Brooke Mccarty,Brooke.Mccarty@protonmail.com,679-028-8706,************9589,3
Resort Hotel,0,30,2015,7,28,10,2,2,2,0,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,240.0,149.0,0,Transient-Party,197.0,0,1,Check-Out,14/07/15,Kelsey Herman,Herman.Kelsey34@mail.com,975-614-7112,************1538,4
Resort Hotel,0,30,2015,7,28,10,2,2,2,0,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,240.0,149.0,0,Transient-Party,197.0,0,1,Check-Out,14/07/15,Dakota Ponce,DakotaPonce45@yandex.com,909-908-7981,************6436,4
Resort Hotel,1,51,2015,7,28,10,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,123.0,0,0,Canceled,29/06/15,Dawn Frost,Frost.Dawn@verizon.com,335-002-8727,************8391,5
Resort Hotel,0,79,2015,7,28,10,2,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,82.0,0,2,Check-Out,15/07/15,Cynthia Meadows,CMeadows@hotmail.com,479-770-5950,************3037,5
Resort Hotel,0,21,2015,7,28,10,2,3,2,0,2,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,149.0,0,Transient,165.0,1,3,Check-Out,15/07/15,Patrick Wood,Patrick.W@mail.com,595-110-6891,************3555,5
Resort Hotel,0,35,2015,7,28,10,2,3,2,2,0,BB,EST,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,149.4,0,0,Check-Out,15/07/15,Patricia Green,Green.Patricia@aol.com,554-568-3298,************9086,5
Resort Hotel,0,78,2015,7,28,10,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,149.0,0,Transient,106.84,1,2,Check-Out,17/07/15,Diane Brown,Diane_B@xfinity.com,775-172-3008,************8666,7
Resort Hotel,0,31,2015,7,28,10,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,149.0,0,Transient,161.0,1,1,Check-Out,17/07/15,Michael Gibson,MGibson36@hotmail.com,251-345-2664,************2795,7
Resort Hotel,0,78,2015,7,28,10,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,149.0,0,Transient,134.43,0,2,Check-Out,17/07/15,Christopher Daniel,Christopher_D99@yahoo.com,489-846-4333,************7831,7
Resort Hotel,0,78,2015,7,28,10,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,149.0,0,Transient,144.43,1,2,Check-Out,17/07/15,Brandon Beck,Brandon_B51@xfinity.com,342-274-5500,************3383,7
Resort Hotel,0,44,2015,7,28,10,2,5,1,0,0,HB,RUS,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,244.0,149.0,0,Transient,152.0,0,0,Check-Out,17/07/15,Jesse Salazar,Jesse.S@yandex.com,636-161-4607,************7184,7
Resort Hotel,0,34,2015,7,28,10,2,5,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,149.0,0,Transient,125.54,0,3,Check-Out,17/07/15,Faith Davis,FaithDavis@yahoo.com,400-009-5678,************5276,7
Resort Hotel,0,87,2015,7,28,10,2,5,2,1,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,5.0,149.0,0,Transient,133.83,0,2,Check-Out,17/07/15,Richard Ferguson,RFerguson@protonmail.com,907-285-6596,************2049,7
Resort Hotel,0,11,2015,7,28,10,2,6,3,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,149.0,0,Transient,159.75,1,0,Check-Out,18/07/15,Jimmy Burch,Jimmy.Burch21@yahoo.com,845-796-0670,************6133,8
Resort Hotel,0,115,2015,7,28,10,2,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,120.6,0,2,Check-Out,19/07/15,Kyle Singh,Singh_Kyle@hotmail.com,534-089-2176,************9515,9
Resort Hotel,0,86,2015,7,28,10,3,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,112.2,0,0,Check-Out,20/07/15,Tammy Hill,Hill_Tammy@zoho.com,296-377-6859,************8672,10
Resort Hotel,0,41,2015,7,28,10,4,7,2,0,1,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,149.0,0,Transient,110.6,0,0,Check-Out,21/07/15,Teresa Parrish,Parrish_Teresa@gmail.com,999-248-4556,************7710,11
Resort Hotel,0,32,2015,7,28,10,4,9,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,149.0,0,Transient,105.9,0,0,Check-Out,23/07/15,Mrs. Shannon Riggs,Riggs.Mrs.@mail.com,811-761-4010,************1148,13
Resort Hotel,0,34,2015,7,28,10,2,5,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,149.0,0,Transient,95.27,0,3,Check-Out,17/07/15,Cody Smith,Smith.Cody@comcast.net,267-910-2501,************4136,7
Resort Hotel,0,34,2015,7,28,10,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,149.0,0,Transient,108.83,0,1,Check-Out,17/07/15,Stephen Dickerson,Stephen_Dickerson@att.com,139-462-8029,************2092,7
Resort Hotel,1,100,2015,7,28,11,2,3,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149.0,149.0,0,Transient,153.96,0,0,Canceled,29/05/15,Kimberly Olson,Kimberly.Olson@xfinity.com,995-876-8158,************7967,5
Resort Hotel,0,44,2015,7,28,11,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,120.6,0,0,Check-Out,16/07/15,Ashley Smith,Smith.Ashley45@gmail.com,762-466-8907,************1444,5
Resort Hotel,0,304,2015,7,28,11,2,4,2,0,1,BB,PRT,Direct,TA/TO,0,0,0,A,A,1,No Deposit,240.0,149.0,0,Transient,90.67,0,1,Check-Out,17/07/15,Alec Johnson,Alec.Johnson67@yahoo.com,328-233-6698,************3622,6
Resort Hotel,1,36,2015,7,28,11,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,126.67,0,0,Canceled,8/6/2015,Jasmin Schultz,Jasmin.Schultz@outlook.com,880-452-9834,************8319,6
Resort Hotel,0,117,2015,7,28,11,2,4,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15.0,149.0,0,Transient,144.4,0,1,Check-Out,17/07/15,Henry Atkins,HAtkins@mail.com,789-073-1989,************3857,6
Resort Hotel,0,70,2015,7,28,11,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,99.5,1,2,Check-Out,17/07/15,Stephen Banks,Stephen.B83@gmail.com,810-088-3060,************5829,6
Resort Hotel,0,110,2015,7,28,11,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,149.0,0,Transient,139.4,0,1,Check-Out,18/07/15,Ashley Vasquez,Ashley_Vasquez@yandex.com,354-402-0741,************9359,7
Resort Hotel,1,109,2015,7,28,11,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,73.8,0,1,Canceled,22/04/15,Michael Cline,Michael.C@mail.com,549-770-1668,************4140,7
Resort Hotel,0,33,2015,7,28,11,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,149.0,0,Transient,89.97,0,1,Check-Out,15/07/15,Craig Oconnor,Oconnor_Craig@verizon.com,954-933-8330,************6956,4
Resort Hotel,0,33,2015,7,28,11,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,123.0,0,0,Check-Out,15/07/15,Michael Johnson,Michael.Johnson@outlook.com,122-626-4644,************7241,4
Resort Hotel,0,33,2015,7,28,11,2,2,2,0,0,BB,CZE,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,149.0,0,Transient,123.0,0,0,Check-Out,15/07/15,James Jacobs,JJacobs70@hotmail.com,409-257-4183,************6248,4
Resort Hotel,0,0,2015,7,28,11,0,1,1,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,123.0,0,0,Check-Out,12/7/2015,Zachary Kelly,Zachary_Kelly@yandex.com,812-444-6462,************4187,1
Resort Hotel,0,0,2015,7,28,11,0,1,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,149.0,0,Transient,144.9,0,1,Check-Out,12/7/2015,Raymond Hawkins,Raymond_Hawkins@verizon.com,461-154-1148,************4807,1
Resort Hotel,0,0,2015,7,28,11,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,153.0,0,0,Check-Out,12/7/2015,Phillip Allen,Phillip_A@att.com,617-143-2263,************3693,1
Resort Hotel,0,0,2015,7,28,11,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,131.0,0,1,Check-Out,12/7/2015,Adam Day,AdamDay@mail.com,241-688-1550,************6428,1
Resort Hotel,0,84,2015,7,28,11,1,1,2,0,0,HB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,240.0,113.0,0,Transient,100.0,1,0,Check-Out,13/07/15,Lisa Morgan,LMorgan@hotmail.com,645-017-6780,************3449,2
Resort Hotel,0,71,2015,7,28,11,1,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,149.0,0,Transient,65.5,0,0,Check-Out,13/07/15,Brian Williams,Williams.Brian@comcast.net,860-802-1878,************4307,2
Resort Hotel,0,16,2015,7,28,11,1,1,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,149.0,0,Transient,123.0,0,1,Check-Out,13/07/15,Dr. Stephanie Martinez,Dr._Martinez@hotmail.com,944-834-8960,************3751,2
Resort Hotel,0,54,2015,7,28,11,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,149.0,0,Transient,123.0,0,0,Check-Out,14/07/15,James Bentley,James_Bentley@xfinity.com,774-521-8062,************5020,3
Resort Hotel,0,8,2015,7,28,11,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,131.0,0,0,Check-Out,14/07/15,Jessica Day,Jessica.Day@yahoo.com,955-149-9915,************8897,3
Resort Hotel,0,36,2015,7,28,11,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,149.0,0,Transient,104.68,1,0,Check-Out,18/07/15,Douglas Cordova MD,Douglas.MD@protonmail.com,159-873-7113,************2581,7
Resort Hotel,0,40,2015,7,28,11,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,149.0,0,Transient,166.0,0,0,Check-Out,18/07/15,Anthony Stein,Anthony_Stein43@comcast.net,929-530-7861,************5577,7
Resort Hotel,1,59,2015,7,28,11,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,111.25,0,2,Canceled,19/05/15,Michael Reed,MReed19@protonmail.com,345-673-4058,************9309,8
Resort Hotel,0,79,2015,7,28,11,2,6,2,2,0,HB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,149.0,0,Transient,213.75,0,0,Check-Out,19/07/15,Tina Andrews,Tina_Andrews@aol.com,158-054-6096,************8759,8
Resort Hotel,0,32,2015,7,28,11,4,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,149.0,0,Transient,178.0,1,0,Check-Out,21/07/15,Peggy Woods,Woods_Peggy@mail.com,293-514-6149,************3253,10
Resort Hotel,0,110,2015,7,28,11,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,149.0,0,Transient,113.9,0,1,Check-Out,18/07/15,Lucas Davis,Davis.Lucas@mail.com,203-046-2797,************3971,7
Resort Hotel,0,33,2015,7,28,11,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,129.29,1,0,Check-Out,18/07/15,Natasha Blankenship,NBlankenship@aol.com,776-972-7584,************1509,7
Resort Hotel,0,53,2015,7,29,12,1,0,2,2,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,153.0,1,0,Check-Out,13/07/15,Allison Jimenez,Allison_J76@gmail.com,898-848-5580,************8095,1
Resort Hotel,0,2,2015,7,29,12,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,98.0,1,2,Check-Out,13/07/15,Tonya Taylor,TonyaTaylor81@outlook.com,709-065-1399,************3483,1
Resort Hotel,0,8,2015,7,29,12,2,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,169.0,1,2,Check-Out,18/07/15,Jennifer Higgins,Higgins.Jennifer@yandex.com,669-803-3888,************6969,6
Resort Hotel,1,72,2015,7,29,12,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,93.0,0,2,Canceled,12/5/2015,Glenn Love,Love_Glenn33@zoho.com,185-118-9346,************4196,6
Resort Hotel,0,12,2015,7,29,12,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,132.29,0,0,Check-Out,19/07/15,Joshua Salinas,Salinas.Joshua32@aol.com,292-065-4807,************1428,7
Resort Hotel,0,48,2015,7,29,12,2,5,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,149.0,0,Transient,123.0,0,1,Check-Out,19/07/15,Jennifer Allen,JAllen93@yahoo.com,599-009-6464,************1622,7
Resort Hotel,0,90,2015,7,29,12,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,149.0,0,Transient-Party,117.22,0,1,Check-Out,12/7/2015,Mary Daniels,Mary_D@comcast.net,356-149-7780,************9366,7
Resort Hotel,0,34,2015,7,29,12,2,5,2,0,1,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,156.0,149.0,0,Transient,149.0,0,1,Check-Out,19/07/15,Katelyn Mendoza,Katelyn_Mendoza@outlook.com,856-983-3492,************2302,7
Resort Hotel,1,58,2015,7,29,12,2,5,3,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,149.0,0,Transient,164.57,0,1,Canceled,29/06/15,Derrick Snyder,Snyder_Derrick@outlook.com,661-734-9784,************9139,7
Resort Hotel,0,59,2015,7,29,12,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,149.0,0,Contract,107.0,0,0,Check-Out,19/07/15,Thomas Watkins,Thomas_Watkins52@yandex.com,382-722-2380,************2430,7
Resort Hotel,0,90,2015,7,29,12,2,5,2,0,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,149.0,0,Transient-Party,117.22,1,2,Check-Out,19/07/15,Timothy Pierce,Pierce_Timothy86@verizon.com,912-002-7378,************3201,7
Resort Hotel,0,116,2015,7,29,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,149.0,0,Contract,119.25,0,0,Check-Out,19/07/15,Gregory Green,Gregory_Green32@comcast.net,191-347-7868,************7236,7
Resort Hotel,0,31,2015,7,29,12,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,149.0,0,Transient,123.0,0,0,Check-Out,19/07/15,Taylor Gordon,TaylorGordon94@zoho.com,458-613-5796,************2456,7
Resort Hotel,1,51,2015,7,29,12,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,149.0,0,Transient,105.71,0,0,Canceled,3/7/2015,Adam Blackwell,Adam.B77@yahoo.com,221-635-5515,************8772,7
Resort Hotel,0,48,2015,7,29,12,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,149.0,0,Transient,123.0,0,1,Check-Out,19/07/15,Arthur Evans,Arthur_Evans@comcast.net,771-489-6681,************6974,7
Resort Hotel,0,59,2015,7,29,12,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,144.43,1,2,Check-Out,19/07/15,Hunter Adkins,Hunter_Adkins97@att.com,378-088-8124,************7836,7
Resort Hotel,1,97,2015,7,29,12,3,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,126.0,0,1,Canceled,19/06/15,Kyle Brown,Kyle_Brown@verizon.com,794-954-2976,************3719,8
Resort Hotel,0,12,2015,7,29,12,4,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,148.3,1,2,Check-Out,21/07/15,Rebecca Pittman,Rebecca_P@yandex.com,253-746-5468,************3124,9
Resort Hotel,0,64,2015,7,29,12,4,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,125.22,0,1,Check-Out,21/07/15,Mrs. Peggy Martinez DVM,Mrs.DVM54@outlook.com,388-997-8210,************1232,9
Resort Hotel,0,31,2015,7,29,12,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,149.0,0,Transient,123.0,0,0,Check-Out,23/07/15,Rachel Dillon,Rachel_D@aol.com,948-815-9694,************7515,11
Resort Hotel,0,59,2015,7,29,12,4,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,149.0,0,Contract,130.0,1,1,Check-Out,23/07/15,Nancy White,NancyWhite@att.com,463-553-9686,************9376,11
Resort Hotel,1,55,2015,7,29,12,4,10,2,10,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,8.0,149.0,0,Contract,133.16,0,1,No-Show,12/7/2015,Jamie Ramirez,Ramirez_Jamie22@aol.com,268-823-5667,************7600,14
Resort Hotel,0,81,2015,7,29,12,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147.0,149.0,0,Transient,78.84,0,0,Check-Out,19/07/15,Maxwell Adams,Adams_Maxwell@outlook.com,748-235-2793,************6352,7
Resort Hotel,0,1,2015,7,29,12,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,80.1,0,0,Check-Out,13/07/15,Donald Hamilton,DHamilton@zoho.com,377-326-9224,************9307,1
Resort Hotel,0,34,2015,7,29,12,2,0,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,193.0,0,1,Check-Out,14/07/15,Ronald Alvarez,Alvarez_Ronald@yandex.com,712-213-1509,************6596,2
Resort Hotel,0,13,2015,7,29,12,2,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,88.2,0,0,Check-Out,14/07/15,John Petersen,John_P@verizon.com,863-704-8985,************8778,2
Resort Hotel,0,40,2015,7,29,12,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,241.0,149.0,0,Transient,90.71,0,0,Check-Out,14/07/15,Samuel Nguyen,Samuel.Nguyen23@verizon.com,621-145-7070,************3557,2
Resort Hotel,0,1,2015,7,29,12,2,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240.0,149.0,0,Transient,114.5,0,1,Check-Out,14/07/15,Justin Carter,JCarter47@mail.com,184-296-7379,************3146,2
Resort Hotel,0,34,2015,7,29,12,2,0,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,120.2,0,1,Check-Out,14/07/15,Ronald Donovan,RDonovan@verizon.com,303-770-7261,************3876,2
Resort Hotel,0,88,2015,7,29,12,2,1,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,8.0,149.0,0,Contract,79.5,0,0,Check-Out,15/07/15,Jon Smith DDS,JonDDS@outlook.com,776-802-7867,************8481,3
Resort Hotel,0,9,2015,7,29,12,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,117.9,0,3,Check-Out,15/07/15,John Miller,JohnMiller90@gmail.com,789-680-3015,************9519,3
Resort Hotel,1,24,2015,7,29,12,2,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,128.0,0,0,Canceled,22/06/15,Charles Taylor,Charles_Taylor@gmail.com,726-694-8069,************3793,3
Resort Hotel,0,97,2015,7,29,12,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,149.0,0,Transient,90.95,0,0,Check-Out,16/07/15,Bryan Phillips,Bryan.P@aol.com,882-418-3762,************7080,4
Resort Hotel,0,60,2015,7,29,12,2,2,2,0,1,BB,FIN,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,149.0,0,Transient,107.0,0,2,Check-Out,16/07/15,Gregory Gilbert,GGilbert@yandex.com,662-975-7938,************9238,4
Resort Hotel,0,100,2015,7,29,12,2,2,2,2,0,BB,CN,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,149.0,0,Transient,130.05,1,1,Check-Out,16/07/15,Linda Henry,Henry.Linda@gmail.com,563-683-3669,************4859,4
Resort Hotel,0,50,2015,7,29,12,2,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156.0,149.0,0,Contract,123.0,0,0,Check-Out,17/07/15,Dominique Weber,Dominique.Weber@verizon.com,164-956-4026,************1008,5
Resort Hotel,1,47,2015,7,29,12,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,149.0,0,Transient,103.8,0,0,No-Show,12/7/2015,Brianna Sullivan,Brianna.S86@xfinity.com,851-650-1614,************4355,5
Resort Hotel,0,8,2015,7,29,12,2,3,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,149.0,0,Transient,196.0,0,1,Check-Out,17/07/15,Johnathan Richards,JohnathanRichards30@att.com,518-499-7742,************5562,5
Resort Hotel,0,34,2015,7,29,12,2,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,149.4,1,0,Check-Out,17/07/15,Jonathan Riley,Riley.Jonathan@mail.com,487-119-8429,************6312,5
Resort Hotel,0,47,2015,7,29,13,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,175.71,0,0,Check-Out,20/07/15,Brandon Villegas,Villegas_Brandon@xfinity.com,187-274-2464,************6654,7
Resort Hotel,0,115,2015,7,29,13,2,5,2,0,1,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,134.0,149.0,0,Transient-Party,119.7,0,2,Check-Out,20/07/15,Jennifer Moody,Jennifer.Moody@att.com,277-109-7026,************4022,7
Resort Hotel,1,79,2015,7,29,13,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,100.86,0,1,Canceled,13/05/15,Gary Boyle,Gary.B@yahoo.com,382-657-4702,************5163,7
